Dengue Serotype,Dengue Protein ,Interaction type,Mosquito protein,Gene Symbol,NCBI,Method,Details,Author,Pubmed ID 
"1,2",PrM/M,interacts with,AAEL007406,5569150,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL007406,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3",C,interacts with,AAEL000292,5573738,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL000292,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3",C,interacts with,AAEL003676,5578793,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL003676,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3",C,interacts with,AAEL004316,5564548,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL004316,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3",NS3,interacts with,AAEL005165,5566087,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL005165,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3",NS3,interacts with,AAEL010821,5573974,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL010821,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3",NS3,interacts with,AAEL013933,5578954,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL013933,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3",NS4A,interacts with,AAEL012686,5576653,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL012686,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3",NS5,interacts with,AAEL002828,5576241,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL002828,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3",NS5,interacts with,AAEL003104,5577066,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL003104,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3",NS5,interacts with,AAEL003415,5578090,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL003415,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3",NS5,interacts with,AAEL003929,5563790,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL003929,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3",NS5,interacts with,AAEL004500,5564921,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL004500,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3",NS5,interacts with,AAEL004783,5565400,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL004783,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3",NS5,interacts with,AAEL005165,5566087,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL005165,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3",NS5,interacts with,AAEL005656,5566809,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL005656,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3",NS5,interacts with,AAEL005733,5566990,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL005733,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3",NS5,interacts with,AAEL006577,5568150,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL006577,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3",NS5,interacts with,AAEL007980,5569873,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL007980,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3",NS5,interacts with,AAEL009182,5571603,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL009182,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3",NS5,interacts with,AAEL009357,5571874,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL009357,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3",NS5,interacts with,AAEL010360,5573265,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL010360,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3",NS5,interacts with,AAEL010507,5573461,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL010507,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3",NS5,interacts with,AAEL010784,5573866,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL010784,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3",NS5,interacts with,AAEL010821,5573974,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL010821,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3",NS5,interacts with,AAEL012827,5576841,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL012827,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3",NS5,interacts with,AAEL013086,5577196,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL013086,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",C,interacts with,AAEL004855,5565544,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL004855,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,2,3,4",C,interacts with,AAEL007980,5569873,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL007980,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,2,3,4",C,interacts with,AAEL000005,5563587,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL000005,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",C,interacts with,AAEL001984,5573120,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL001984,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",C,interacts with,AAEL002057,5573397,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL002057,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",C,interacts with,AAEL003750,5578927,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL003750,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",C,interacts with,AAEL008852,5571137,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL008852,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",C,interacts with,AAEL009285,5571766,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL009285,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",C,interacts with,AAEL011960,5575632,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL011960,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",C,interacts with,AAEL011985,5575642,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL011985,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",C,interacts with,AAEL013075,5577193,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL013075,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",C,interacts with,AAEL013583,5578243,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL013583,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS3,interacts with,AAEL000136,5567794,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL000136,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS3,interacts with,AAEL001553,5571273,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL001553,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS3,interacts with,AAEL001892,5572813,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL001892,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS3,interacts with,AAEL002508,5574980,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL002508,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS3,interacts with,AAEL003345,5577897,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL003345,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS3,interacts with,AAEL003815,5579120,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL003815,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS3,interacts with,AAEL004100,5564132,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL004100,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS3,interacts with,AAEL004484,5564924,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL004484,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS3,interacts with,AAEL005567,5566684,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL005567,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS3,interacts with,AAEL007201,5568916,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL007201,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS3,interacts with,AAEL008052,5569954,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL008052,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS3,interacts with,AAEL008746,5571010,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL008746,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS3,interacts with,AAEL009101,5571466,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL009101,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS3,interacts with,AAEL009766,5572378,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL009766,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS3,interacts with,AAEL009948,5572673,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL009948,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS3,downregulated by,AAEL010585,5573545,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL010585,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS3,interacts with,AAEL011129,5574403,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL011129,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS3,interacts with,AAEL011137,5574420,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL011137,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS3,downregulated by,AAEL011708,5575238,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL011708,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS3,interacts with,AAEL011742,5575273,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL011742,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS3,interacts with,AAEL012556,5576503,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL012556,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS3,interacts with,AAEL012827,5576841,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL012827,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS3,interacts with,AAEL014396,5564364,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL014396,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS3,downregulated by,AAEL014843,5565405,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL014843,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS3,interacts with,AAEL014843,5565405,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL014843,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS3,downregulated by,AAEL014845,5565404,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL014845,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS5,interacts with,AAEL003739,5578845,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL003739,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS5,interacts with,AAEL003973,5579798,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL003973,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS5,interacts with,AAEL004100,5564132,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL004100,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS5,interacts with,AAEL004316,5564548,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL004316,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS5,interacts with,AAEL005790,5567037,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL005790,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS5,interacts with,AAEL006572,5568132,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL006572,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS5,interacts with,AAEL009460,5571977,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL009460,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS5,interacts with,AAEL009484,5571996,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL009484,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS5,interacts with,AAEL010066,5572832,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL010066,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS5,interacts with,AAEL010975,5574161,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL010975,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS5,interacts with,AAEL012095,5575828,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL012095,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS5,interacts with,AAEL012237,5576008,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL012237,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS5,interacts with,AAEL012348,5576153,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL012348,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS5,interacts with,AAEL012680,5576656,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL012680,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",NS5,interacts with,AAEL014396,5564364,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL014396,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,3,4",PrM/M,interacts with,AAEL010266,5573080,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL010266,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,4",C,interacts with,AAEL003815,5579120,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL003815,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,2,4",C,interacts with,AAEL005790,5567037,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL005790,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,2,4",E,interacts with,AAEL000005,5563587,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL000005,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,2,4",E,interacts with,AAEL001984,5573120,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL001984,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,2,4",E,interacts with,AAEL002057,5573397,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL002057,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,2,4",E,interacts with,AAEL002508,5574980,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL002508,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,2,4",E,interacts with,AAEL003815,5579120,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL003815,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,2,4",E,interacts with,AAEL004100,5564132,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL004100,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,2,4",E,interacts with,AAEL004484,5564924,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL004484,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,2,4",E,interacts with,AAEL004869,5565616,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL004869,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,2,4",E,interacts with,AAEL005567,5566684,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL005567,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,2,4",E,interacts with,AAEL009182,5571603,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL009182,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,2,4",E,interacts with,AAEL009285,5571766,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL009285,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,2,4",E,interacts with,AAEL009948,5572673,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL009948,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,2,4",E,interacts with,AAEL010585,5573545,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL010585,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,2,4",E,interacts with,AAEL010782,5573858,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL010782,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,2,4",E,interacts with,AAEL010784,5573866,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL010784,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
